"value_numeric","value_nominal","customerid","companyname","country","balance","orderid","orderdate","requireddate","pyear","shippeddate","shipvia","freight","shipname","shipaddress","shipcity","shipregion","shippostalcode","shipcountry","unitprice","quantity","discount","productname","supplierid","categoryid","quantityperunit","p_unitprice","unitsinstock","unitsonorder","reorderlevel","discontinued"
"3637.5","H","HU   ","Hungry Owl All-Night Grocers","Ireland","$1,000.00",10687,"1997-09-30 00:00:00","1997-10-28","1997","1997-10-30",2,"$296.43","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",NULL,"Ireland","$97.00",50,"0.25","Mishi Kobe Niku",4,6,"18 - 500 g pkgs.","$97.00",9,0,0,1
"1237.9","H","HU   ","Hungry Owl All-Night Grocers","Ireland","$1,000.00",10687,"1997-09-30 00:00:00","1997-10-28","1997","1997-10-30",2,"$296.43","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",NULL,"Ireland","$123.79",10,"0","Thüringer Rostbratwurst",12,6,"50 bags x 30 sausgs.","$123.79",0,0,0,1
"85.5","L","HU   ","Hungry Owl All-Night Grocers","Ireland","$1,000.00",10687,"1997-09-30 00:00:00","1997-10-28","1997","1997-10-30",2,"$296.43","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",NULL,"Ireland","$19.00",6,"0.25","Inlagd Sill",17,8,"24 - 250 g  jars","$19.00",112,0,20,0
"502.2","M","VAFFE","Vaffeljernet","Denmark","$1,000.00",10688,"1997-10-01 00:00:00","1997-10-15","1997","1997-10-07",2,"$299.09","Vaffeljernet","Smagsloget 45","Århus",NULL,"8200","Denmark","$31.00",18,"0.1","Ikura",4,8,"12 - 200 ml jars","$31.00",23,0,0,0
"2462.4","H","VAFFE","Vaffeljernet","Denmark","$1,000.00",10688,"1997-10-01 00:00:00","1997-10-15","1997","1997-10-07",2,"$299.09","Vaffeljernet","Smagsloget 45","Århus",NULL,"8200","Denmark","$45.60",60,"0.1","Rössle Sauerkraut",12,7,"25 - 825 g cans","$45.60",26,0,0,1
"196","L","VAFFE","Vaffeljernet","Denmark","$1,000.00",10688,"1997-10-01 00:00:00","1997-10-15","1997","1997-10-07",2,"$299.09","Vaffeljernet","Smagsloget 45","Århus",NULL,"8200","Denmark","$14.00",14,"0","Sasquatch Ale",16,1,"24 - 12 oz bottles","$14.00",111,0,15,0
"472.5","M","BERGS","Berglunds snabbköp","Sweden","$1,000.00",10689,"1997-10-01 00:00:00","1997-10-29","1997","1997-10-07",2,"$13.42","Berglunds snabbköp","Berguvsvägen  8","Luleå",NULL,"S-958 22","Sweden","$18.00",35,"0.25","Chai",1,1,"10 boxes x 20 bags","$18.00",39,0,10,0
"570","M","HANAR","Hanari Carnes","Brazil","$1,000.00",10690,"1997-10-02 00:00:00","1997-10-30","1997","1997-10-03",1,"$15.80","Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","RJ","05454-876","Brazil","$38.00",20,"0.25","Gnocchi di nonna Alice",26,5,"24 - 250 g pkgs.","$38.00",21,10,30,0
"292.5","M","HANAR","Hanari Carnes","Brazil","$1,000.00",10690,"1997-10-02 00:00:00","1997-10-30","1997","1997-10-03",1,"$15.80","Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","RJ","05454-876","Brazil","$13.00",30,"0.25","Original Frankfurter grüne Soße",12,2,"12 boxes","$13.00",32,0,15,0
"540","M","QUICK","QUICK-Stop","Germany","$1,000.00",10691,"1997-10-03 00:00:00","1997-11-14","1997","1997-10-22",2,"$810.05","QUICK-Stop","Taucherstraße 10","Cunewalde",NULL,"01307","Germany","$18.00",30,"0","Chai",1,1,"10 boxes x 20 bags","$18.00",39,0,10,0
"4951.6","H","QUICK","QUICK-Stop","Germany","$1,000.00",10691,"1997-10-03 00:00:00","1997-11-14","1997","1997-10-22",2,"$810.05","QUICK-Stop","Taucherstraße 10","Cunewalde",NULL,"01307","Germany","$123.79",40,"0","Thüringer Rostbratwurst",12,6,"50 bags x 30 sausgs.","$123.79",0,0,0,1
"1840","H","QUICK","QUICK-Stop","Germany","$1,000.00",10691,"1997-10-03 00:00:00","1997-11-14","1997","1997-10-22",2,"$810.05","QUICK-Stop","Taucherstraße 10","Cunewalde",NULL,"01307","Germany","$46.00",40,"0","Ipoh Coffee",20,1,"16 - 500 g tins","$46.00",17,10,25,0
"466.8","M","QUICK","QUICK-Stop","Germany","$1,000.00",10691,"1997-10-03 00:00:00","1997-11-14","1997","1997-10-22",2,"$810.05","QUICK-Stop","Taucherstraße 10","Cunewalde",NULL,"01307","Germany","$19.45",24,"0","Gula Malacca",20,2,"20 - 2 kg bags","$19.45",27,0,15,0
"2366.4","H","QUICK","QUICK-Stop","Germany","$1,000.00",10691,"1997-10-03 00:00:00","1997-11-14","1997","1997-10-22",2,"$810.05","QUICK-Stop","Taucherstraße 10","Cunewalde",NULL,"01307","Germany","$49.30",48,"0","Tarte au sucre",29,3,"48 pies","$49.30",17,0,0,0
"878","M","ALFKI","Alfreds Futterkiste","Germany","$1,000.00",10692,"1997-10-03 00:00:00","1997-10-31","1997","1997-10-13",2,"$61.02","Alfred's Futterkiste","Obere Str. 57","Berlin",NULL,"12209","Germany","$43.90",20,"0","Vegie-spread",7,2,"15 - 625 g jars","$43.90",24,0,5,0
"582","M","WHITC","White Clover Markets","USA","$1,000.00",10693,"1997-10-06 00:00:00","1997-10-20","1997","1997-10-10",3,"$139.34","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA","$97.00",6,"0","Mishi Kobe Niku",4,6,"18 - 500 g pkgs.","$97.00",9,0,0,1
"379.95","M","WHITC","White Clover Markets","USA","$1,000.00",10693,"1997-10-06 00:00:00","1997-10-20","1997","1997-10-10",3,"$139.34","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA","$7.45",60,"0.15","Tourtière",25,6,"16 pies","$7.45",21,0,10,0
"918","M","WHITC","White Clover Markets","USA","$1,000.00",10693,"1997-10-06 00:00:00","1997-10-20","1997","1997-10-10",3,"$139.34","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA","$36.00",30,"0.15","Gudbrandsdalsost",15,4,"10 kg pkg.","$36.00",26,0,15,0
"191.25","L","WHITC","White Clover Markets","USA","$1,000.00",10693,"1997-10-06 00:00:00","1997-10-20","1997","1997-10-10",3,"$139.34","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA","$15.00",15,"0.15","Röd Kaviar",17,8,"24 - 150 g jars","$15.00",101,0,5,0
"2700","H","QUICK","QUICK-Stop","Germany","$1,000.00",10694,"1997-10-06 00:00:00","1997-11-03","1997","1997-10-09",3,"$398.36","QUICK-Stop","Taucherstraße 10","Cunewalde",NULL,"01307","Germany","$30.00",90,"0","Uncle Bob's Organic Dried Pears",3,7,"12 - 1 lb pkgs.","$30.00",15,0,10,0
"1375","H","QUICK","QUICK-Stop","Germany","$1,000.00",10694,"1997-10-06 00:00:00","1997-11-03","1997","1997-10-09",3,"$398.36","QUICK-Stop","Taucherstraße 10","Cunewalde",NULL,"01307","Germany","$55.00",25,"0","Raclette Courdavault",28,4,"5 kg pkg.","$55.00",79,0,0,0
"750","M","QUICK","QUICK-Stop","Germany","$1,000.00",10694,"1997-10-06 00:00:00","1997-11-03","1997","1997-10-09",3,"$398.36","QUICK-Stop","Taucherstraße 10","Cunewalde",NULL,"01307","Germany","$15.00",50,"0","Outback Lager",7,1,"24 - 355 ml bottles","$15.00",15,10,30,0
"400","M","WILMK","Wilman Kala","Finland","$1,000.00",10695,"1997-10-07 00:00:00","1997-11-18","1997","1997-10-14",1,"$16.72","Wilman Kala","Keskuskatu 45","Helsinki",NULL,"21240","Finland","$40.00",10,"0","Northwoods Cranberry Sauce",3,2,"12 - 12 oz jars","$40.00",6,0,0,0
"152","L","WILMK","Wilman Kala","Finland","$1,000.00",10695,"1997-10-07 00:00:00","1997-11-18","1997","1997-10-14",1,"$16.72","Wilman Kala","Keskuskatu 45","Helsinki",NULL,"21240","Finland","$38.00",4,"0","Queso Manchego La Pastora",5,4,"10 - 500 g pkgs.","$38.00",86,0,0,0
"90","L","WILMK","Wilman Kala","Finland","$1,000.00",10695,"1997-10-07 00:00:00","1997-11-18","1997","1997-10-14",1,"$16.72","Wilman Kala","Keskuskatu 45","Helsinki",NULL,"21240","Finland","$4.50",20,"0","Guaraná Fantástica",10,1,"12 - 355 ml cans","$4.50",20,0,0,1
"780","M","WHITC","White Clover Markets","USA","$1,000.00",10696,"1997-10-08 00:00:00","1997-11-19","1997","1997-10-14",3,"$102.55","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA","$39.00",20,"0","Alice Mutton",7,6,"20 - 1 kg tins","$39.00",0,0,0,1
"216","M","WHITC","White Clover Markets","USA","$1,000.00",10696,"1997-10-08 00:00:00","1997-11-19","1997","1997-10-14",3,"$102.55","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA","$12.00",18,"0","Spegesild",21,8,"4 - 450 g glasses","$12.00",95,0,0,0
"48.3","L","LINOD","LINO-Delicateses","Venezuela","$1,000.00",10697,"1997-10-08 00:00:00","1997-11-05","1997","1997-10-14",1,"$45.52","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela","$9.20",7,"0.25","Teatime Chocolate Biscuits",8,3,"10 boxes x 12 pieces","$9.20",25,0,5,0
"121.5","L","LINOD","LINO-Delicateses","Venezuela","$1,000.00",10697,"1997-10-08 00:00:00","1997-11-05","1997","1997-10-14",1,"$45.52","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela","$18.00",9,"0.25","Steeleye Stout",16,1,"24 - 12 oz bottles","$18.00",20,0,15,0
"298.12","M","LINOD","LINO-Delicateses","Venezuela","$1,000.00",10697,"1997-10-08 00:00:00","1997-11-05","1997","1997-10-14",1,"$45.52","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela","$13.25",30,"0.25","Escargots de Bourgogne",27,8,"24 pieces","$13.25",62,0,20,0
"337.5","M","LINOD","LINO-Delicateses","Venezuela","$1,000.00",10697,"1997-10-08 00:00:00","1997-11-05","1997","1997-10-14",1,"$45.52","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela","$15.00",30,"0.25","Outback Lager",7,1,"24 - 355 ml bottles","$15.00",15,10,30,0
"315","M","ERNSH","Ernst Handel","Austria","$1,000.00",10698,"1997-10-09 00:00:00","1997-11-06","1997","1997-10-17",1,"$272.47","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","$21.00",15,"0","Queso Cabrales",5,4,"1 kg pkg.","$21.00",10,30,30,0
"296.4","M","ERNSH","Ernst Handel","Austria","$1,000.00",10698,"1997-10-09 00:00:00","1997-11-06","1997","1997-10-17",1,"$272.47","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","$39.00",8,"0.05","Alice Mutton",7,6,"20 - 1 kg tins","$39.00",0,0,0,1
"1411.21","H","ERNSH","Ernst Handel","Austria","$1,000.00",10698,"1997-10-09 00:00:00","1997-11-06","1997","1997-10-17",1,"$272.47","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","$123.79",12,"0.05","Thüringer Rostbratwurst",12,6,"50 bags x 30 sausgs.","$123.79",0,0,0,1
"1299.84","H","ERNSH","Ernst Handel","Austria","$1,000.00",10698,"1997-10-09 00:00:00","1997-11-06","1997","1997-10-17",1,"$272.47","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","$21.05",65,"0.05","Louisiana Fiery Hot Pepper Sauce",2,2,"32 - 8 oz bottles","$21.05",76,0,0,0
"114","L","ERNSH","Ernst Handel","Austria","$1,000.00",10698,"1997-10-09 00:00:00","1997-11-06","1997","1997-10-17",1,"$272.47","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","$15.00",8,"0.05","Outback Lager",7,1,"24 - 355 ml bottles","$15.00",15,10,30,0
"114","L","MORGK","Morgenstern Gesundkost","Germany","$1,000.00",10699,"1997-10-09 00:00:00","1997-11-06","1997","1997-10-13",3,"$0.58","Morgenstern Gesundkost","Heerstr. 22","Leipzig",NULL,"04179","Germany","$9.50",12,"0","Zaanse koeken",22,3,"10 - 4 oz boxes","$9.50",36,0,0,0
"72","L","SAVEA","Save-a-lot Markets","USA","$1,000.00",10700,"1997-10-10 00:00:00","1997-11-07","1997","1997-10-16",1,"$65.10","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","$18.00",5,"0.2","Chai",1,1,"10 boxes x 20 bags","$18.00",39,0,10,0
"134.4","L","SAVEA","Save-a-lot Markets","USA","$1,000.00",10700,"1997-10-10 00:00:00","1997-11-07","1997","1997-10-16",1,"$65.10","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","$14.00",12,"0.2","Sasquatch Ale",16,1,"24 - 12 oz bottles","$14.00",111,0,15,0
"400","M","SAVEA","Save-a-lot Markets","USA","$1,000.00",10700,"1997-10-10 00:00:00","1997-11-07","1997","1997-10-16",1,"$65.10","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","$12.50",40,"0.2","Scottish Longbreads",8,3,"10 boxes x 8 pieces","$12.50",6,10,15,0
"1032","M","SAVEA","Save-a-lot Markets","USA","$1,000.00",10700,"1997-10-10 00:00:00","1997-11-07","1997","1997-10-16",1,"$65.10","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","$21.50",60,"0.2","Flotemysost",15,4,"10 - 500 g pkgs.","$21.50",26,0,0,0
"1963.5","H","HU   ","Hungry Owl All-Night Grocers","Ireland","$1,000.00",10701,"1997-10-13 00:00:00","1997-10-27","1997","1997-10-15",3,"$220.31","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",NULL,"Ireland","$55.00",42,"0.15","Raclette Courdavault",28,4,"5 kg pkg.","$55.00",79,0,0,0
"365.5","M","HU   ","Hungry Owl All-Night Grocers","Ireland","$1,000.00",10701,"1997-10-13 00:00:00","1997-10-27","1997","1997-10-15",3,"$220.31","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",NULL,"Ireland","$21.50",20,"0.15","Flotemysost",15,4,"10 - 500 g pkgs.","$21.50",26,0,0,0
"535.5","M","HU   ","Hungry Owl All-Night Grocers","Ireland","$1,000.00",10701,"1997-10-13 00:00:00","1997-10-27","1997","1997-10-15",3,"$220.31","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",NULL,"Ireland","$18.00",35,"0.15","Lakkalikööri",23,1,"500 ml","$18.00",57,0,20,0
"60","L","ALFKI","Alfreds Futterkiste","Germany","$1,000.00",10702,"1997-10-13 00:00:00","1997-11-24","1997","1997-10-21",1,"$23.94","Alfred's Futterkiste","Obere Str. 57","Berlin",NULL,"12209","Germany","$10.00",6,"0","Aniseed Syrup",1,2,"12 - 550 ml bottles","$10.00",83,0,25,0
"270","M","ALFKI","Alfreds Futterkiste","Germany","$1,000.00",10702,"1997-10-13 00:00:00","1997-11-24","1997","1997-10-21",1,"$23.94","Alfred's Futterkiste","Obere Str. 57","Berlin",NULL,"12209","Germany","$18.00",15,"0","Lakkalikööri",23,1,"500 ml","$18.00",57,0,20,0
"95","L","FOLKO","Folk och fä HB","Sweden","$1,000.00",10703,"1997-10-14 00:00:00","1997-11-11","1997","1997-10-20",2,"$152.30","Folk och fä HB","Åkergatan 24","Bräcke",NULL,"S-844 67","Sweden","$19.00",5,"0","Chang",1,1,"24 - 12 oz bottles","$19.00",17,40,25,0
"1925","H","FOLKO","Folk och fä HB","Sweden","$1,000.00",10703,"1997-10-14 00:00:00","1997-11-11","1997","1997-10-20",2,"$152.30","Folk och fä HB","Åkergatan 24","Bräcke",NULL,"S-844 67","Sweden","$55.00",35,"0","Raclette Courdavault",28,4,"5 kg pkg.","$55.00",79,0,0,0
"525","M","FOLKO","Folk och fä HB","Sweden","$1,000.00",10703,"1997-10-14 00:00:00","1997-11-11","1997","1997-10-20",2,"$152.30","Folk och fä HB","Åkergatan 24","Bräcke",NULL,"S-844 67","Sweden","$15.00",35,"0","Röd Kaviar",17,8,"24 - 150 g jars","$15.00",101,0,5,0
"132","L","QUEE ","Queen Cozinha","Brazil","$1,000.00",10704,"1997-10-14 00:00:00","1997-11-11","1997","1997-11-07",1,"$4.78","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil","$22.00",6,"0","Chef Anton's Cajun Seasoning",2,2,"48 - 6 oz jars","$22.00",53,0,0,0
"157.5","L","QUEE ","Queen Cozinha","Brazil","$1,000.00",10704,"1997-10-14 00:00:00","1997-11-11","1997","1997-11-07",1,"$4.78","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil","$4.50",35,"0","Guaraná Fantástica",10,1,"12 - 355 ml cans","$4.50",20,0,0,1
"306","M","QUEE ","Queen Cozinha","Brazil","$1,000.00",10704,"1997-10-14 00:00:00","1997-11-11","1997","1997-11-07",1,"$4.78","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil","$12.75",24,"0","Chocolade",22,3,"10 pkgs.","$12.75",15,70,25,0
"250","M","HILAA","HILARION-Abastos","Venezuela","$1,000.00",10705,"1997-10-15 00:00:00","1997-11-12","1997","1997-11-18",2,"$3.52","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela","$12.50",20,"0","Gorgonzola Telino",14,4,"12 - 100 g pkgs","$12.50",0,70,20,0
"128","L","HILAA","HILARION-Abastos","Venezuela","$1,000.00",10705,"1997-10-15 00:00:00","1997-11-12","1997","1997-11-18",2,"$3.52","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela","$32.00",4,"0","Mascarpone Fabioli",14,4,"24 - 200 g pkgs.","$32.00",9,40,25,0
"349","M","OLDWO","Old World Delicatessen","USA","$1,000.00",10706,"1997-10-16 00:00:00","1997-11-13","1997","1997-10-21",3,"$135.63","Old World Delicatessen","2743 Bering St.","Anchorage","AK","99508","USA","$17.45",20,"0","Pavlova",7,3,"32 - 500 g boxes","$17.45",29,0,10,0
"1104","M","OLDWO","Old World Delicatessen","USA","$1,000.00",10706,"1997-10-16 00:00:00","1997-11-13","1997","1997-10-21",3,"$135.63","Old World Delicatessen","2743 Bering St.","Anchorage","AK","99508","USA","$46.00",24,"0","Ipoh Coffee",20,1,"16 - 500 g tins","$46.00",17,10,25,0
"440","M","OLDWO","Old World Delicatessen","USA","$1,000.00",10706,"1997-10-16 00:00:00","1997-11-13","1997","1997-10-21",3,"$135.63","Old World Delicatessen","2743 Bering St.","Anchorage","AK","99508","USA","$55.00",8,"0","Raclette Courdavault",28,4,"5 kg pkg.","$55.00",79,0,0,0
"504","M","AROUT","Around the Horn","UK","$1,000.00",10707,"1997-10-16 00:00:00","1997-10-30","1997","1997-10-23",3,"$21.74","Around the Horn","Brook Farm Stratford St. Mary","Colchester","Essex","CO7 6JX","UK","$24.00",21,"0","Pâté chinois",25,6,"24 boxes x 2 pies","$24.00",115,0,20,0
"780","M","AROUT","Around the Horn","UK","$1,000.00",10707,"1997-10-16 00:00:00","1997-10-30","1997","1997-10-23",3,"$21.74","Around the Horn","Brook Farm Stratford St. Mary","Colchester","Essex","CO7 6JX","UK","$19.50",40,"0","Ravioli Angelo",26,5,"24 - 250 g pkgs.","$19.50",36,0,20,0
"357","M","AROUT","Around the Horn","UK","$1,000.00",10707,"1997-10-16 00:00:00","1997-10-30","1997","1997-10-23",3,"$21.74","Around the Horn","Brook Farm Stratford St. Mary","Colchester","Essex","CO7 6JX","UK","$15.00",28,"0.15","Outback Lager",7,1,"24 - 355 ml bottles","$15.00",15,10,30,0
"85.4","L","THEBI","The Big Cheese","USA","$1,000.00",10708,"1997-10-17 00:00:00","1997-11-28","1997","1997-11-05",2,"$2.96","The Big Cheese","89 Jefferson Way Suite 2","Portland","OR","97201","USA","$21.35",4,"0","Chef Anton's Gumbo Mix",2,2,"36 boxes","$21.35",0,0,0,1
"95","L","THEBI","The Big Cheese","USA","$1,000.00",10708,"1997-10-17 00:00:00","1997-11-28","1997","1997-11-05",2,"$2.96","The Big Cheese","89 Jefferson Way Suite 2","Portland","OR","97201","USA","$19.00",5,"0","Inlagd Sill",17,8,"24 - 250 g  jars","$19.00",112,0,20,0
"1600","H","URL  ","Gourmet Lanchonetes","Brazil","$1,000.00",10709,"1997-10-17 00:00:00","1997-11-14","1997","1997-11-20",3,"$210.80","Gourmet Lanchonetes","Av. Brasil, 442","Campinas","SP","04876-786","Brazil","$40.00",40,"0","Northwoods Cranberry Sauce",3,2,"12 - 12 oz jars","$40.00",6,0,0,0
"1484","H","URL  ","Gourmet Lanchonetes","Brazil","$1,000.00",10709,"1997-10-17 00:00:00","1997-11-14","1997","1997-11-20",3,"$210.80","Gourmet Lanchonetes","Av. Brasil, 442","Campinas","SP","04876-786","Brazil","$53.00",28,"0","Manjimup Dried Apples",24,7,"50 - 300 g pkgs.","$53.00",20,0,10,0
"340","M","URL  ","Gourmet Lanchonetes","Brazil","$1,000.00",10709,"1997-10-17 00:00:00","1997-11-14","1997","1997-11-20",3,"$210.80","Gourmet Lanchonetes","Av. Brasil, 442","Campinas","SP","04876-786","Brazil","$34.00",10,"0","Camembert Pierrot",28,4,"15 - 300 g rounds","$34.00",19,0,0,0
"46","L","FRANS","Franchi S.p.A.","Italy","$1,000.00",10710,"1997-10-20 00:00:00","1997-11-17","1997","1997-10-23",1,"$4.98","Franchi S.p.A.","Via Monte Bianco 34","Torino",NULL,"10100","Italy","$9.20",5,"0","Teatime Chocolate Biscuits",8,3,"10 boxes x 12 pieces","$9.20",25,0,5,0
"47.5","L","FRANS","Franchi S.p.A.","Italy","$1,000.00",10710,"1997-10-20 00:00:00","1997-11-17","1997","1997-10-23",1,"$4.98","Franchi S.p.A.","Via Monte Bianco 34","Torino",NULL,"10100","Italy","$9.50",5,"0","Zaanse koeken",22,3,"10 - 4 oz boxes","$9.50",36,0,0,0
"110.4","L","SAVEA","Save-a-lot Markets","USA","$1,000.00",10711,"1997-10-21 00:00:00","1997-12-02","1997","1997-10-29",2,"$52.41","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","$9.20",12,"0","Teatime Chocolate Biscuits",8,3,"10 boxes x 12 pieces","$9.20",25,0,5,0
"405.3","M","SAVEA","Save-a-lot Markets","USA","$1,000.00",10711,"1997-10-21 00:00:00","1997-12-02","1997","1997-10-29",2,"$52.41","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","$9.65",42,"0","Jack's New England Clam Chowder",19,8,"12 - 12 oz cans","$9.65",85,0,10,0
"3936","H","SAVEA","Save-a-lot Markets","USA","$1,000.00",10711,"1997-10-21 00:00:00","1997-12-02","1997","1997-10-29",2,"$52.41","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","$32.80",120,"0","Perth Pasties",24,6,"48 pieces","$32.80",0,0,0,1
"93.48","L","HU   ","Hungry Owl All-Night Grocers","Ireland","$1,000.00",10712,"1997-10-21 00:00:00","1997-11-18","1997","1997-10-31",1,"$89.93","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",NULL,"Ireland","$32.80",3,"0.05","Perth Pasties",24,6,"48 pieces","$32.80",0,0,0,1
"1140","M","HU   ","Hungry Owl All-Night Grocers","Ireland","$1,000.00",10712,"1997-10-21 00:00:00","1997-11-18","1997","1997-10-31",1,"$89.93","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",NULL,"Ireland","$38.00",30,"0","Gnocchi di nonna Alice",26,5,"24 - 250 g pkgs.","$38.00",21,10,30,0
"558","M","SAVEA","Save-a-lot Markets","USA","$1,000.00",10713,"1997-10-22 00:00:00","1997-11-19","1997","1997-10-24",1,"$167.05","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","$31.00",18,"0","Ikura",4,8,"12 - 200 ml jars","$31.00",23,0,0,0
"936.9","M","SAVEA","Save-a-lot Markets","USA","$1,000.00",10713,"1997-10-22 00:00:00","1997-11-19","1997","1997-10-24",1,"$167.05","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","$31.23",30,"0","Gumbär Gummibärchen",11,3,"100 - 250 g bags","$31.23",15,0,0,0
